board,hand,meets_frozen_gap_threshold,bettor_seat,caller_seat,bettor_range_before_collision,caller_range_before_collision,bettor_joint_marginal,caller_joint_marginal,bettor_group,caller_group,full_check,compressed_check,full_bet_45,compressed_bet_45,full_call_facing_45,compressed_call_facing_45
Kh 4h 6h Qc Ac,3d Js,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001057927938053563,9.954720284483189e-07,13,2,1.0,0.9999117191871583,0.0,8.828081284170859e-05,1.0,0.421263202038205
Kh 4h 6h Qc Ac,3d Qd,0,1,3,0.0010637240212944875,0.0035513718979885184,0.0010567817275533358,0.003532738357045601,12,12,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3d Qh,0,1,3,0.0010637240212944875,0.0013889889926451315,0.0010535559120276362,0.0013818858170890486,12,12,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3d Qs,0,1,3,0.0010637240212944875,0.0013889889926451315,0.0010542678509121162,0.00138170116585392,12,12,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3d Kc,0,1,3,0.0010637240212944875,0.0021402195307136693,0.001044189850171331,0.002144211287612973,11,0,1.0,0.8550293018917648,0.0,0.1449706981082352,1.0,0.99999
Kh 4h 6h Qc Ac,3d Kd,0,1,3,9.998410252769808e-07,9.992425741288106e-07,9.781247381038288e-07,9.999457002632554e-07,11,0,1.0,0.8550293018917648,0.0,0.1449706981082352,1.0,0.99999
Kh 4h 6h Qc Ac,3d Ks,0,1,3,0.0010637240212944875,0.0021402195307136693,0.0010431071610111867,0.002144211287612974,11,0,1.0,0.8550293018917648,0.0,0.1449706981082352,1.0,0.99999
Kh 4h 6h Qc Ac,3d Ad,0,1,3,9.998410252769808e-07,9.992425741288106e-07,9.359467492992218e-07,9.985456531895357e-07,4,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3d Ah,0,1,3,0.0010637240212944875,0.0018594257885262676,0.0010047633997310422,0.001859743348109935,4,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3d As,0,1,3,0.0010637240212944875,0.0018594257885262676,0.0009979078509406844,0.0018602885757050688,4,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3h 3s,0,1,3,9.998410252769808e-07,0.008648879617791327,9.860652715715087e-07,0.00863787427779702,3,2,1.0,0.9999386731163625,0.0,6.132688363751407e-05,0.0,0.421263202038205
Kh 4h 6h Qc Ac,3h 4c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010620542717806709,1.0049305417595108e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,3h 4d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001056993351034937,1.005223543302788e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,3h 4s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001056993351034937,1.005223543302788e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,3h 5c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001093215462762468,1.001314193263223e-06,15,1,0.0,0.5308743635589362,1.0,0.4691256364410637,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3h 5d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010885487562240686,1.0024747700723712e-06,15,1,1.0,0.5308743635589362,0.0,0.4691256364410637,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3h 5h,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010927015698657051,1.0047959236906677e-06,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3h 5s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010885487562240686,1.002474770072371e-06,15,1,1.0,0.5308743635589362,0.0,0.4691256364410637,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3h 6c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001036832378819562,9.928270150000105e-07,3,10,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3h 6d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001036832378819562,9.926941763839502e-07,3,10,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3h 6s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001036832378819562,9.926941763839502e-07,3,10,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3h 7c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010406415659030158,9.97971079466942e-07,5,1,1.0,0.7095180472568701,0.0,0.29048195274313,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3h 7d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001049449888944306,9.97971079466942e-07,5,1,1.0,0.7095180472568701,0.0,0.29048195274313,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3h 7h,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010486509050918514,9.968105026577936e-07,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3h 7s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001049449888944306,9.97971079466942e-07,5,1,1.0,0.7095180472568701,0.0,0.29048195274313,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3h 8c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010581498328622937,9.989930396449266e-07,11,1,1.0,0.8550293018917648,0.0,0.1449706981082352,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3h 8d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001053556617870177,9.989930396449266e-07,11,1,1.0,0.8550293018917648,0.0,0.1449706981082352,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3h 8h,0,1,3,0.0010637240212944875,0.006566869800972732,0.0010719117996733029,0.006557602764613531,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3h 8s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001053556617870177,9.989930396449266e-07,11,1,1.0,0.8550293018917648,0.0,0.1449706981082352,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3h 9c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001055492434213193,1.008325729215026e-06,12,9,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.9282345585301963
Kh 4h 6h Qc Ac,3h 9d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010455593770694604,1.008325729215026e-06,12,9,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.9282345585301963
Kh 4h 6h Qc Ac,3h 9h,0,1,3,0.0010637240212944875,0.0026259746512213677,0.001053969134787874,0.002649844866149249,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3h 9s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010455593770694604,1.008325729215026e-06,12,9,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.9282345585301963
Kh 4h 6h Qc Ac,3h Tc,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010435769041155017,9.985372280546232e-07,6,11,1.0,0.9999176006029368,0.0,8.239939706325524e-05,1.0,0.11652322995435994
Kh 4h 6h Qc Ac,3h Td,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010473817288972837,9.97376651245475e-07,6,11,1.0,0.9999176006029368,0.0,8.239939706325524e-05,1.0,0.11652322995435994
Kh 4h 6h Qc Ac,3h Th,0,1,3,9.998410252769808e-07,0.0025607665773327735,9.846038724164911e-07,0.00255224298945919,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3h Ts,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010473817288972837,9.973766512454749e-07,6,11,1.0,0.9999176006029368,0.0,8.239939706325524e-05,1.0,0.11652322995435994
Kh 4h 6h Qc Ac,3h Jc,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001061302636456219,9.91321060916137e-07,13,2,1.0,0.9999117191871583,0.0,8.828081284170859e-05,1.0,0.421263202038205
Kh 4h 6h Qc Ac,3h Jd,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010554409890957777,9.943114516391707e-07,13,2,1.0,0.9999117191871583,0.0,8.828081284170859e-05,1.0,0.421263202038205
Kh 4h 6h Qc Ac,3h Jh,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001059447679861822,9.931508748300226e-07,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3h Js,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010554409890957777,9.943114516391707e-07,13,2,1.0,0.9999117191871583,0.0,8.828081284170859e-05,1.0,0.421263202038205
Kh 4h 6h Qc Ac,3h Qd,0,1,3,0.0010637240212944875,0.0013889889926451315,0.0010517809019543309,0.0013800879155233567,12,12,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3h Qh,0,1,3,0.0010637240212944875,0.0035513718979885184,0.0010535828397110702,0.0035290857098987313,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3h Qs,0,1,3,0.0010637240212944875,0.0013889889926451315,0.0010517809019543309,0.0013800879155233567,12,12,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3h Kc,0,1,3,0.0010637240212944875,0.0021402195307136693,0.0010417029012135454,0.0021417255156711617,5,0,0.0,0.7095180472568701,1.0,0.29048195274313,1.0,0.99999
Kh 4h 6h Qc Ac,3h Kd,0,1,3,0.0010637240212944875,0.0021402195307136693,0.0010406202120534017,0.0021417255156711617,5,0,0.0,0.7095180472568701,1.0,0.29048195274313,1.0,0.99999
Kh 4h 6h Qc Ac,3h Ks,0,1,3,0.0010637240212944875,0.0021402195307136693,0.0010406202120534014,0.002141725515671162,5,0,0.0,0.7095180472568701,1.0,0.29048195274313,1.0,0.99999
Kh 4h 6h Qc Ac,3h Ad,0,1,3,0.0010637240212944875,0.0018594257885262676,0.0009954209019828989,0.001858128933487685,14,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3h Ah,0,1,3,9.998410252769808e-07,9.992425741288106e-07,9.400529885569464e-07,9.970920748371104e-07,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3h As,0,1,3,0.0010637240212944875,0.0018594257885262676,0.0009954209019828989,0.0018581289334876848,14,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3s 4c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010645412207384562,1.0060911185686591e-06,3,14,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.0009125883486175955
Kh 4h 6h Qc Ac,3s 4d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010594802999927223,1.0063841201119363e-06,3,14,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.0009125883486175955
Kh 4h 6h Qc Ac,3s 4s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010594802999927223,1.0063841201119363e-06,3,14,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.0009125883486175955
Kh 4h 6h Qc Ac,3s 5c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010957024117202532,1.0024747700723712e-06,15,1,0.8681700697842922,0.5308743635589362,0.1318299302157077,0.4691256364410637,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 5d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001091035705181854,1.0036353468815194e-06,15,1,1.0,0.5308743635589362,0.0,0.4691256364410637,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 5h,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010951885188234907,1.0059565004998159e-06,15,1,0.0,0.5308743635589362,1.0,0.4691256364410637,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 5s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001091035705181854,1.0036353468815194e-06,15,1,1.0,0.5308743635589362,0.0,0.4691256364410637,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 6c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010393193277773473,9.939875918091584e-07,3,10,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3s 6d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010393193277773473,9.938547531930981e-07,3,10,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3s 6s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010393193277773473,9.938547531930981e-07,3,10,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3s 7c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001043128514860801,9.991316562760901e-07,5,1,1.0,0.7095180472568701,0.0,0.29048195274313,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 7d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010519368379020913,9.991316562760901e-07,5,1,1.0,0.7095180472568701,0.0,0.29048195274313,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 7h,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010511378540496367,9.97971079466942e-07,5,1,1.0,0.7095180472568701,0.0,0.29048195274313,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 7s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010519368379020913,9.991316562760901e-07,5,1,1.0,0.7095180472568701,0.0,0.29048195274313,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 8c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001060636781820079,1.0001536164540747e-06,11,1,1.0,0.8550293018917648,0.0,0.1449706981082352,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 8d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010560435668279626,1.0001536164540747e-06,11,1,1.0,0.8550293018917648,0.0,0.1449706981082352,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 8h,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001066765600688029,9.989930396449266e-07,11,1,1.0,0.8550293018917648,0.0,0.1449706981082352,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 8s,0,1,3,0.0010637240212944875,0.006566869800972732,0.0010636767147710218,0.00657285703218985,11,1,1.0,0.8550293018917648,0.0,0.1449706981082352,0.0,0.5255925387794849
Kh 4h 6h Qc Ac,3s 9c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010579793831709784,1.0094863060241742e-06,12,9,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.9282345585301963
Kh 4h 6h Qc Ac,3s 9d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001048046326027246,1.0094863060241742e-06,12,9,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.9282345585301963
Kh 4h 6h Qc Ac,3s 9h,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010534044205331604,1.0094863060241742e-06,12,9,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.9282345585301963
Kh 4h 6h Qc Ac,3s 9s,0,1,3,0.0010637240212944875,0.0026259746512213677,0.0010510979892397452,0.002652894821545991,12,9,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.9282345585301963
Kh 4h 6h Qc Ac,3s Tc,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010460638530732872,9.996978048637714e-07,6,11,1.0,0.9999176006029368,0.0,8.239939706325524e-05,1.0,0.11652322995435994
Kh 4h 6h Qc Ac,3s Td,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010498686778550692,9.985372280546232e-07,6,11,1.0,0.9999176006029368,0.0,8.239939706325524e-05,1.0,0.11652322995435994
Kh 4h 6h Qc Ac,3s Th,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010470244120318654,9.982377190577454e-07,6,11,1.0,0.9999176006029368,0.0,8.239939706325524e-05,1.0,0.11652322995435994
Kh 4h 6h Qc Ac,3s Ts,0,1,3,9.998410252769808e-07,0.0025607665773327735,9.896149158317832e-07,0.0025559847625070105,6,11,1.0,0.9999176006029368,0.0,8.239939706325524e-05,1.0,0.11652322995435994
Kh 4h 6h Qc Ac,3s Jc,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010637895854140045,9.924816377252853e-07,13,2,1.0,0.9999117191871583,0.0,8.828081284170859e-05,1.0,0.421263202038205
Kh 4h 6h Qc Ac,3s Jd,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001057927938053563,9.954720284483189e-07,13,2,1.0,0.9999117191871583,0.0,8.828081284170859e-05,1.0,0.421263202038205
Kh 4h 6h Qc Ac,3s Jh,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010619346288196076,9.943114516391707e-07,13,2,1.0,0.9999117191871583,0.0,8.828081284170859e-05,1.0,0.421263202038205
Kh 4h 6h Qc Ac,3s Js,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001057927938053563,9.954720284483189e-07,13,2,1.0,0.9999117191871583,0.0,8.828081284170859e-05,1.0,0.421263202038205
Kh 4h 6h Qc Ac,3s Qd,0,1,3,0.0010637240212944875,0.0013889889926451315,0.0010542678509121164,0.00138170116585392,12,12,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3s Qh,0,1,3,0.0010637240212944875,0.0013889889926451315,0.0010535559120276362,0.0013818858170890486,12,12,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3s Qs,0,1,3,0.0010637240212944875,0.0035513718979885184,0.0010567817275533356,0.003532738357045601,12,12,1.0,0.9999339325891439,0.0,6.606741085611172e-05,1.0,0.99999
Kh 4h 6h Qc Ac,3s Kc,0,1,3,0.0010637240212944875,0.0021402195307136693,0.001044189850171331,0.002144211287612973,11,0,1.0,0.8550293018917648,0.0,0.1449706981082352,1.0,0.99999
Kh 4h 6h Qc Ac,3s Kd,0,1,3,0.0010637240212944875,0.0021402195307136693,0.0010431071610111867,0.002144211287612973,11,0,1.0,0.8550293018917648,0.0,0.1449706981082352,1.0,0.99999
Kh 4h 6h Qc Ac,3s Ks,0,1,3,9.998410252769808e-07,9.992425741288106e-07,9.781247381038288e-07,9.999457002632554e-07,11,0,1.0,0.8550293018917648,0.0,0.1449706981082352,1.0,0.99999
Kh 4h 6h Qc Ac,3s Ad,0,1,3,0.0010637240212944875,0.0018594257885262676,0.0009979078509406844,0.0018602885757050688,4,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3s Ah,0,1,3,0.0010637240212944875,0.0018594257885262676,0.0010047633997310422,0.0018597433481099348,4,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,3s As,0,1,3,9.998410252769808e-07,9.992425741288106e-07,9.359467492992218e-07,9.985456531895357e-07,4,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c 4d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001082520067439158,1.0121830055953567e-06,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c 4s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001082520067439158,1.0121830055953567e-06,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c 5c,0,1,3,0.0010637240212944875,0.00357316069254711,0.0011228949928083253,0.0036054546579981192,3,14,1.0,0.9999386731163625,0.0,6.132688363751407e-05,0.0,0.0009125883486175955
Kh 4h 6h Qc Ac,4c 5d,0,1,3,9.998410252769808e-07,9.992425741288106e-07,1.0471685705029576e-06,1.0082736555557919e-06,3,14,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.0009125883486175955
Kh 4h 6h Qc Ac,4c 5h,0,1,3,9.998410252769808e-07,9.992425741288106e-07,1.0510719828224285e-06,1.0105948091740884e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,0.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c 5s,0,1,3,9.998410252769808e-07,9.992425741288106e-07,1.0471685705029576e-06,1.0082736555557919e-06,3,14,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.0009125883486175955
Kh 4h 6h Qc Ac,4c 6c,0,1,3,9.998410252769808e-07,9.992425741288106e-07,9.98558071188664e-07,9.98625900483431e-07,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c 6d,0,1,3,0.0022571947966718913,9.992425741288106e-07,0.002254298458934884,1.0009570008564857e-06,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c 6s,0,1,3,0.0022571947966718913,9.992425741288106e-07,0.002254298458934884,1.0009570008564857e-06,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c 7c,0,1,3,9.998410252769808e-07,9.992425741288106e-07,1.002138493782071e-06,1.0037699649503626e-06,3,14,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.0009125883486175955
Kh 4h 6h Qc Ac,4c 7d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001074976605348527,1.0049305417595108e-06,3,14,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.0009125883486175955
Kh 4h 6h Qc Ac,4c 7h,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010741776214960724,1.0037699649503626e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c 7s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001074976605348527,1.0049305417595108e-06,3,14,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.0009125883486175955
Kh 4h 6h Qc Ac,4c 8c,0,1,3,9.998410252769808e-07,9.992425741288106e-07,1.0185952844880703e-06,1.0047919251283472e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c 8d,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001079083334274398,1.0059525019374954e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c 8h,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010898053681344644,1.0047919251283472e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c 8s,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010790833342743979,1.0059525019374954e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c 9c,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010810191506174138,1.0152851915075949e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c 9d,0,1,3,9.998410252769808e-07,9.992425741288106e-07,1.0067609609449287e-06,1.0141246146984467e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c 9h,0,1,3,9.998410252769808e-07,9.992425741288106e-07,1.0117972697967348e-06,1.0141246146984467e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c 9s,0,1,3,9.998410252769808e-07,9.992425741288106e-07,1.0067609609449287e-06,1.0141246146984467e-06,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c Tc,0,1,3,9.998410252769808e-07,0.003926572020397109,1.0091871432699194e-06,0.0039465873298393656,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c Td,0,1,3,0.0010637240212944875,0.0034124980151683244,0.001076874480666833,0.0034298928836159655,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c Th,0,1,3,0.0010637240212944875,0.0034124980151683244,0.0010740302148436293,0.0034288700350266106,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c Ts,0,1,3,0.0010637240212944875,0.0034124980151683244,0.001076874480666833,0.0034298928836159655,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c Jc,0,1,3,0.0010637240212944875,0.005221315688253568,0.0010928982278687186,0.005216288709127465,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c Jd,0,1,3,0.0010637240212944875,0.0016324035102679437,0.0010828642933202255,0.0016357170890726092,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c Jh,0,1,3,0.0010637240212944875,0.0016324035102679437,0.00108687098408627,0.0016338211233619397,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c Js,0,1,3,0.0010637240212944875,0.0016324035102679437,0.0010828642933202255,0.0016357170890726092,3,7,1.0,0.9999386731163625,0.0,6.132688363751407e-05,1.0,0.9999749311172953
Kh 4h 6h Qc Ac,4c Qd,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010756940119050727,9.997985765935595e-07,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c Qh,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010749820730205925,9.999314152096198e-07,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c Qs,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010756940119050725,9.997985765935595e-07,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c Kc,0,1,3,0.0010637240212944875,0.004351824650728545,0.001069800717508109,0.004385196168384483,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c Kd,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.0010636599794998371,1.0069051625558242e-06,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c Ks,0,1,3,0.0010637240212944875,9.992425741288106e-07,0.001063659979499837,1.0069051625558244e-06,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c Ad,0,1,3,0.0013320214941048556,9.992425741288106e-07,0.001275750378785833,1.0057981170253816e-06,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
Kh 4h 6h Qc Ac,4c Ah,0,1,3,0.0013320214941048556,9.992425741288106e-07,0.001284335066317406,1.0055051154821047e-06,1,4,0.0,1e-05,1.0,0.99999,1.0,0.99999
