board,hand,meets_frozen_gap_threshold,bettor_seat,caller_seat,bettor_range_before_collision,caller_range_before_collision,bettor_joint_marginal,caller_joint_marginal,bettor_group,caller_group,full_check,compressed_check,full_bet_14,compressed_bet_14,full_call_facing_14,compressed_call_facing_14,full_bet_29,compressed_bet_29,full_call_facing_29,compressed_call_facing_29
9d 2d Kc Tc 4c,3d 8s,0,1,5,0.0007104827551393896,9.99230592443818e-07,0.0007269833872850357,9.86387424748073e-07,2,7,1.0,0.9954643098606948,0.0,0.004210212023580433,0.0,3.103722716992478e-05,0.0,0.00032547811572475907,0.0,1e-05
9d 2d Kc Tc 4c,3d 9c,0,1,5,0.0009090997993604099,9.99230592443818e-07,0.0008951260141080237,1.0102181837091915e-06,3,14,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,0.009610196806144979,0.0,1.282393289933712e-05,1.0,0.00252881274002614
9d 2d Kc Tc 4c,3d 9h,0,1,5,0.0009090997993604099,9.99230592443818e-07,0.0009079741116636296,1.013257447580299e-06,3,14,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,0.009610196806144979,0.0,1.282393289933712e-05,0.0,0.00252881274002614
9d 2d Kc Tc 4c,3d 9s,0,1,5,0.0009090997993604099,9.99230592443818e-07,0.0009079741116636296,1.013257447580299e-06,3,14,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,0.009610196806144979,0.0,1.282393289933712e-05,0.0,0.00252881274002614
9d 2d Kc Tc 4c,3d Td,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012630611517570978,1.0067248443597243e-06,11,5,1.0,0.999915129897472,0.0,5.728078616758273e-05,0.0,0.99999,0.0,2.7589316360402657e-05,0.0,0.9988998402932956
9d 2d Kc Tc 4c,3d Th,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012630611517570978,1.0139028410149988e-06,11,5,1.0,0.999915129897472,0.0,5.728078616758273e-05,0.0,0.99999,0.0,2.7589316360402657e-05,0.0,0.9988998402932956
9d 2d Kc Tc 4c,3d Ts,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012630611517570978,1.0139028410149988e-06,11,5,1.0,0.999915129897472,0.0,5.728078616758273e-05,0.0,0.99999,0.0,2.7589316360402657e-05,0.0,0.9988998402932956
9d 2d Kc Tc 4c,3d Jc,0,1,5,9.998460237123483e-07,9.99230592443818e-07,1.0040937355017337e-06,1.0057677047175596e-06,15,4,0.0,0.9267781203121732,0.0,0.07258207730344662,0.0,3.592531340698405e-05,1.0,0.0006398023843801892,0.0,1.2483206694729829e-05
9d 2d Kc Tc 4c,3d Jd,0,1,5,0.001244444970306037,9.99230592443818e-07,0.001249338708493199,1.0142989491668628e-06,8,4,1.0,0.9998327155272967,0.0,0.0001460205384420505,0.0,3.592531340698405e-05,0.0,2.1263934261221164e-05,0.0,1.2483206694729829e-05
9d 2d Kc Tc 4c,3d Jh,0,1,5,9.998460237123483e-07,9.99230592443818e-07,1.0102730461040014e-06,1.0214795550444859e-06,8,4,1.0,0.9998327155272967,0.0,0.0001460205384420505,0.0,3.592531340698405e-05,0.0,2.1263934261221164e-05,0.0,1.2483206694729829e-05
9d 2d Kc Tc 4c,3d Js,0,1,5,9.998460237123483e-07,9.99230592443818e-07,1.0102730461040014e-06,1.0214795550444857e-06,8,4,1.0,0.9998327155272967,0.0,0.0001460205384420505,0.0,3.592531340698405e-05,0.0,2.1263934261221164e-05,0.0,1.2483206694729829e-05
9d 2d Kc Tc 4c,3d Qc,0,1,5,0.00017219773461794408,9.99230592443818e-07,0.00017373539909817161,1.0140450330906983e-06,3,9,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,6.51757959137998e-05,0.0,1.282393289933712e-05,0.0,0.3819288804739562
9d 2d Kc Tc 4c,3d Qd,0,1,5,0.00020740749505100613,9.99230592443818e-07,0.00020894241465190482,1.0063125863942777e-06,3,9,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,6.51757959137998e-05,0.0,1.282393289933712e-05,0.0,0.3819288804739562
9d 2d Kc Tc 4c,3d Qh,0,1,5,0.0010331864077076642,9.99230592443818e-07,0.001045668121417346,1.0020275642165579e-06,3,9,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,6.51757959137998e-05,0.0,1.282393289933712e-05,0.0,0.3819288804739562
9d 2d Kc Tc 4c,3d Qs,0,1,5,0.0010331864077076642,9.99230592443818e-07,0.0010456681214173463,1.0020275642165579e-06,3,9,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,6.51757959137998e-05,0.0,1.282393289933712e-05,0.0,0.3819288804739562
9d 2d Kc Tc 4c,3d Kd,0,1,5,0.00020740749505100613,9.99230592443818e-07,0.00020135321837478379,1.0193470904697211e-06,4,12,0.0,6.666666666666666e-06,1.0,0.9999186222033778,1.0,0.99999,0.0,7.47111299554964e-05,0.0,0.99999
9d 2d Kc Tc 4c,3d Kh,0,1,5,5.652521860832142e-05,0.0021104048969229072,5.539175819140162e-05,0.0021690784533327807,4,12,0.0,6.666666666666666e-06,1.0,0.9999186222033778,1.0,0.99999,0.0,7.47111299554964e-05,0.0,0.99999
9d 2d Kc Tc 4c,3d Ks,0,1,5,5.652521860832142e-05,0.0021104048969229072,5.5391758191401615e-05,0.0021690784533327807,4,12,0.0,6.666666666666666e-06,1.0,0.9999186222033778,1.0,0.99999,0.0,7.47111299554964e-05,0.0,0.99999
9d 2d Kc Tc 4c,3d Ac,0,1,5,0.00017503169094548323,9.99230592443818e-07,0.00017081207384443914,1.0048123886424988e-06,9,0,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.4151606231392745,0.0,1.1313624182516413e-05,0.0,0.0003226866067773865
9d 2d Kc Tc 4c,3d Ad,0,1,5,0.00020740749505100613,9.99230592443818e-07,0.00020444866212605275,9.856918051499134e-07,9,0,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.4151606231392745,0.0,1.1313624182516413e-05,0.0,0.0003226866067773865
9d 2d Kc Tc 4c,3d Ah,0,1,5,0.0010501901456728994,9.99230592443818e-07,0.0010238730672941755,1.0002742629726975e-06,9,0,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.4151606231392745,0.0,1.1313624182516413e-05,0.0,0.0003226866067773865
9d 2d Kc Tc 4c,3d As,0,1,5,0.0010501901456728994,9.99230592443818e-07,0.0010238730672941752,1.0002742629726973e-06,9,0,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.4151606231392745,0.0,1.1313624182516413e-05,0.0,0.0003226866067773865
9d 2d Kc Tc 4c,3h 3s,0,1,5,0.001244444970306037,0.00442426106600632,0.0012592544980225642,0.004435977449382924,0,11,1.0,0.9999791841119858,0.0,1.4149221347486966e-05,0.0,0.5363217403203392,0.0,6.666666666666667e-06,0.0,0.2005953564504219
9d 2d Kc Tc 4c,3h 4d,0,1,5,0.001244444970306037,9.99230592443818e-07,0.001227402762079292,1.0127572143072592e-06,9,3,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.8958594524733711,0.0,1.1313624182516413e-05,0.0,0.19432486563427995
9d 2d Kc Tc 4c,3h 4h,0,1,5,9.998460237123483e-07,9.99230592443818e-07,9.934443463845282e-07,1.0055371994518289e-06,9,3,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.8958594524733711,0.0,1.1313624182516413e-05,0.0,0.19432486563427995
9d 2d Kc Tc 4c,3h 4s,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012364772083074955,1.0068902722391565e-06,9,3,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.8958594524733711,0.0,1.1313624182516413e-05,0.0,0.19432486563427995
9d 2d Kc Tc 4c,3h 5c,0,1,5,0.001244444970306037,0.001189198160263374,0.0012738288758633574,0.0011853668910954385,13,2,0.0,0.000798520835462781,0.0,0.5417387595508685,0.0,1e-05,1.0,0.4574627196136688,0.0,1e-05
9d 2d Kc Tc 4c,3h 5d,0,1,5,0.001244444970306037,0.001189198160263374,0.001264305915858131,0.0011902915102483306,13,2,0.0,0.000798520835462781,1.0,0.5417387595508685,0.0,1e-05,0.0,0.4574627196136688,0.0,1e-05
9d 2d Kc Tc 4c,3h 5h,0,1,5,9.998460237123483e-07,9.99230592443818e-07,1.017382422706269e-06,9.876240747071947e-07,13,2,0.0,0.000798520835462781,1.0,0.5417387595508685,0.0,1e-05,0.0,0.4574627196136688,0.0,1e-05
9d 2d Kc Tc 4c,3h 5s,0,1,5,0.001244444970306037,0.001189198160263374,0.0012678816659201357,0.0011769953934923437,13,2,0.0,0.000798520835462781,1.0,0.5417387595508685,0.0,1e-05,0.0,0.4574627196136688,0.0,1e-05
9d 2d Kc Tc 4c,3h 6c,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012334895321892358,9.972550346468417e-07,6,2,0.0,0.3389846193045488,0.0,0.023199342491799786,0.0,1e-05,1.0,0.6378160382036514,0.0,1e-05
9d 2d Kc Tc 4c,3h 6d,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012269239838047954,9.990640904277555e-07,6,2,1.0,0.3389846193045488,0.0,0.023199342491799786,0.0,1e-05,0.0,0.6378160382036514,0.0,1e-05
9d 2d Kc Tc 4c,3h 6h,0,1,5,0.001244444970306037,0.008353624054934608,0.0012382434901010036,0.008338241076445756,6,2,0.9985848762661611,0.3389846193045488,0.0014151237338389288,0.023199342491799786,0.0,1e-05,0.0,0.6378160382036514,0.0,1e-05
9d 2d Kc Tc 4c,3h 6s,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012269239838047954,9.973905356483695e-07,6,2,1.0,0.3389846193045488,0.0,0.023199342491799786,0.0,1e-05,0.0,0.6378160382036514,0.0,1e-05
9d 2d Kc Tc 4c,3h 7c,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012681799979746004,9.885504492044997e-07,12,2,0.0,0.006160151193282386,0.8504959315644502,0.48986146897349386,0.0,1e-05,0.1495040684355497,0.5039783798332238,0.0,1e-05
9d 2d Kc Tc 4c,3h 7d,0,1,5,0.00020740749505100613,9.99230592443818e-07,0.00021206463357040757,9.93956612380949e-07,12,2,1.0,0.006160151193282386,0.0,0.48986146897349386,0.0,1e-05,0.0,0.5039783798332238,0.0,1e-05
9d 2d Kc Tc 4c,3h 7h,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012748139340316477,9.952763147313455e-07,12,2,1.0,0.006160151193282386,0.0,0.48986146897349386,0.0,1e-05,0.0,0.5039783798332238,0.0,1e-05
9d 2d Kc Tc 4c,3h 7s,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012748139340316477,9.952763147313455e-07,12,2,1.0,0.006160151193282386,0.0,0.48986146897349386,0.0,1e-05,0.0,0.5039783798332238,0.0,1e-05
9d 2d Kc Tc 4c,3h 8c,0,1,5,0.0007104827551393896,9.99230592443818e-07,0.000729564534248911,9.915532866439897e-07,2,7,0.0,0.9954643098606948,0.0,0.004210212023580433,0.0,3.103722716992478e-05,1.0,0.00032547811572475907,0.0,1e-05
9d 2d Kc Tc 4c,3h 8d,0,1,5,0.0007104827551393896,9.99230592443818e-07,0.0007245070799155518,9.79979420988106e-07,2,7,1.0,0.9954643098606948,0.0,0.004210212023580433,0.0,3.103722716992478e-05,0.0,0.00032547811572475907,0.0,1e-05
9d 2d Kc Tc 4c,3h 8h,0,1,5,0.001244444970306037,9.99230592443818e-07,0.001269009254665352,9.792369349049478e-07,2,7,1.0,0.9954643098606948,0.0,0.004210212023580433,0.0,3.103722716992478e-05,0.0,0.00032547811572475907,0.0,1e-05
9d 2d Kc Tc 4c,3h 8s,0,1,5,0.0007104827551393896,9.99230592443818e-07,0.0007245070799155518,9.786558962015146e-07,2,7,1.0,0.9954643098606948,0.0,0.004210212023580433,0.0,3.103722716992478e-05,0.0,0.00032547811572475907,0.0,1e-05
9d 2d Kc Tc 4c,3h 9c,0,1,5,0.0009090997993604099,9.99230592443818e-07,0.0008919574494715592,1.0024866551626338e-06,3,14,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,0.009610196806144979,0.0,1.282393289933712e-05,1.0,0.00252881274002614
9d 2d Kc Tc 4c,3h 9h,0,1,5,9.998460237123483e-07,0.0048548748653306,1.0004081877037668e-06,0.0048806603243857554,3,14,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,0.009610196806144979,0.0,1.282393289933712e-05,0.0,0.00252881274002614
9d 2d Kc Tc 4c,3h 9s,0,1,5,0.0009090997993604099,9.99230592443818e-07,0.0009048055470271653,1.0055259190337412e-06,3,14,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,0.009610196806144979,0.0,1.282393289933712e-05,0.0,0.00252881274002614
9d 2d Kc Tc 4c,3h Td,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012587237794161163,9.989933158131663e-07,11,5,1.0,0.999915129897472,0.0,5.728078616758273e-05,0.0,0.99999,0.0,2.7589316360402657e-05,0.0,0.9988998402932956
9d 2d Kc Tc 4c,3h Th,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012587237794161163,1.006171312468441e-06,11,5,1.0,0.999915129897472,0.0,5.728078616758273e-05,0.0,0.99999,0.0,2.7589316360402657e-05,0.0,0.9988998402932956
9d 2d Kc Tc 4c,3h Ts,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012587237794161163,1.006171312468441e-06,11,5,1.0,0.999915129897472,0.0,5.728078616758273e-05,0.0,0.99999,0.0,2.7589316360402657e-05,0.0,0.9988998402932956
9d 2d Kc Tc 4c,3h Jc,0,1,5,9.998460237123483e-07,9.99230592443818e-07,1.0006088851532096e-06,9.98036176171002e-07,15,4,0.0,0.9267781203121732,0.0,0.07258207730344662,0.0,3.592531340698405e-05,1.0,0.0006398023843801892,0.0,1.2483206694729829e-05
9d 2d Kc Tc 4c,3h Jd,0,1,5,9.998460237123483e-07,9.99230592443818e-07,1.0002930343816075e-06,1.005214347832977e-06,8,4,1.0,0.9998327155272967,0.0,0.0001460205384420505,0.0,3.592531340698405e-05,0.0,2.1263934261221164e-05,0.0,1.2483206694729829e-05
9d 2d Kc Tc 4c,3h Jh,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012530854518173744,1.015101099285256e-06,8,4,1.0,0.9998327155272967,0.0,0.0001460205384420505,0.0,3.592531340698405e-05,0.0,2.1263934261221164e-05,0.0,1.2483206694729829e-05
9d 2d Kc Tc 4c,3h Js,0,1,5,9.998460237123483e-07,9.99230592443818e-07,1.006788195755477e-06,1.0137480264979278e-06,8,4,1.0,0.9998327155272967,0.0,0.0001460205384420505,0.0,3.592531340698405e-05,0.0,2.1263934261221164e-05,0.0,1.2483206694729829e-05
9d 2d Kc Tc 4c,3h Qc,0,1,5,0.0010331864077076642,9.99230592443818e-07,0.0010388113400990368,1.0072504018152826e-06,3,9,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,6.51757959137998e-05,0.0,1.282393289933712e-05,0.0,0.3819288804739562
9d 2d Kc Tc 4c,3h Qd,0,1,5,0.00017219773461794408,9.99230592443818e-07,0.0001728719085647878,9.985427438379098e-07,3,9,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,6.51757959137998e-05,0.0,1.282393289933712e-05,0.0,0.3819288804739562
9d 2d Kc Tc 4c,3h Qh,0,1,5,0.001244444970306037,9.99230592443818e-07,0.001255141483168091,9.94525919728862e-07,3,9,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,6.51757959137998e-05,0.0,1.282393289933712e-05,0.0,0.3819288804739562
9d 2d Kc Tc 4c,3h Qs,0,1,5,0.0010331864077076642,9.99230592443818e-07,0.0010420670669273535,9.9429603567e-07,3,9,1.0,0.9999585294884566,0.0,2.8646578643993225e-05,0.0,6.51757959137998e-05,0.0,1.282393289933712e-05,0.0,0.3819288804739562
9d 2d Kc Tc 4c,3h Kd,0,1,5,5.652521860832142e-05,0.0021104048969229072,5.48080678475325e-05,0.002136215559820624,4,12,0.0,6.666666666666666e-06,1.0,0.9999186222033778,1.0,0.99999,0.0,7.47111299554964e-05,0.0,0.99999
9d 2d Kc Tc 4c,3h Kh,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012122949451057801,1.0205723625040982e-06,4,12,0.0,6.666666666666666e-06,1.0,0.9999186222033778,1.0,0.99999,0.0,7.47111299554964e-05,0.0,0.99999
9d 2d Kc Tc 4c,3h Ks,0,1,5,5.6525218608321426e-05,0.0021104048969229072,5.519474592841714e-05,0.002152749233802531,4,12,0.0,6.666666666666666e-06,1.0,0.9999186222033778,1.0,0.99999,0.0,7.47111299554964e-05,0.0,0.99999
9d 2d Kc Tc 4c,3h Ac,0,1,5,0.00017503169094548323,9.99230592443818e-07,0.0001702020206615206,9.970808600959409e-07,9,0,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.4151606231392745,0.0,1.1313624182516413e-05,0.0,0.0003226866067773865
9d 2d Kc Tc 4c,3h Ad,0,1,5,0.00017503169094548323,9.99230592443818e-07,0.00017192467144053084,9.77925046404091e-07,9,0,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.4151606231392745,0.0,1.1313624182516413e-05,0.0,0.0003226866067773865
9d 2d Kc Tc 4c,3h Ah,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012089226206954693,9.92754115621727e-07,9,0,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.4151606231392745,0.0,1.1313624182516413e-05,0.0,0.0003226866067773865
9d 2d Kc Tc 4c,3h As,0,1,5,0.0010501901456728994,9.99230592443818e-07,0.001020212748196664,9.925427344261393e-07,9,0,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.4151606231392745,0.0,1.1313624182516413e-05,0.0,0.0003226866067773865
9d 2d Kc Tc 4c,3s 4d,0,1,5,0.001244444970306037,9.99230592443818e-07,0.001227402762079292,1.0127572143072592e-06,9,3,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.8958594524733711,0.0,1.1313624182516413e-05,0.0,0.19432486563427995
9d 2d Kc Tc 4c,3s 4h,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012364772083074955,1.0068902722391565e-06,9,3,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.8958594524733711,0.0,1.1313624182516413e-05,0.0,0.19432486563427995
9d 2d Kc Tc 4c,3s 4s,0,1,5,9.998460237123483e-07,9.99230592443818e-07,9.934443463845282e-07,1.0055371994518289e-06,9,3,1.0,0.999959181166064,0.0,2.950520975346381e-05,0.0,0.8958594524733711,0.0,1.1313624182516413e-05,0.0,0.19432486563427995
9d 2d Kc Tc 4c,3s 5c,0,1,5,0.001244444970306037,0.001189198160263374,0.0012738288758633574,0.0011853668910954385,13,2,0.0,0.000798520835462781,0.0,0.5417387595508685,0.0,1e-05,1.0,0.4574627196136688,0.0,1e-05
9d 2d Kc Tc 4c,3s 5d,0,1,5,0.001244444970306037,0.001189198160263374,0.001264305915858131,0.0011902915102483306,13,2,0.0,0.000798520835462781,1.0,0.5417387595508685,0.0,1e-05,0.0,0.4574627196136688,0.0,1e-05
9d 2d Kc Tc 4c,3s 5h,0,1,5,0.001244444970306037,0.001189198160263374,0.0012678816659201357,0.0011769953934923437,13,2,0.0,0.000798520835462781,1.0,0.5417387595508685,0.0,1e-05,0.0,0.4574627196136688,0.0,1e-05
9d 2d Kc Tc 4c,3s 5s,0,1,5,9.998460237123483e-07,9.99230592443818e-07,1.017382422706269e-06,9.876240747071947e-07,13,2,0.0,0.000798520835462781,1.0,0.5417387595508685,0.0,1e-05,0.0,0.4574627196136688,0.0,1e-05
9d 2d Kc Tc 4c,3s 6c,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012334895321892358,9.972550346468417e-07,6,2,0.0,0.3389846193045488,0.8470900141479007,0.023199342491799786,0.0,1e-05,0.15290998585209928,0.6378160382036514,0.0,1e-05
9d 2d Kc Tc 4c,3s 6d,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012269239838047956,9.990640904277555e-07,6,2,1.0,0.3389846193045488,0.0,0.023199342491799786,0.0,1e-05,0.0,0.6378160382036514,0.0,1e-05
9d 2d Kc Tc 4c,3s 6h,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012269239838047954,9.973905356483693e-07,6,2,1.0,0.3389846193045488,0.0,0.023199342491799786,0.0,1e-05,0.0,0.6378160382036514,0.0,1e-05
9d 2d Kc Tc 4c,3s 6s,0,1,5,0.001244444970306037,0.008353624054934608,0.0012382434901010036,0.008338241076445756,6,2,0.8234688400815131,0.3389846193045488,0.17653115991848684,0.023199342491799786,0.0,1e-05,0.0,0.6378160382036514,0.0,1e-05
9d 2d Kc Tc 4c,3s 7c,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012681799979746004,9.885504492044997e-07,12,2,0.0,0.006160151193282386,0.0,0.48986146897349386,0.0,1e-05,1.0,0.5039783798332238,0.0,1e-05
9d 2d Kc Tc 4c,3s 7d,0,1,5,0.00020740749505100613,9.99230592443818e-07,0.00021206463357040757,9.93956612380949e-07,12,2,1.0,0.006160151193282386,0.0,0.48986146897349386,0.0,1e-05,0.0,0.5039783798332238,0.0,1e-05
9d 2d Kc Tc 4c,3s 7h,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012748139340316477,9.952763147313455e-07,12,2,1.0,0.006160151193282386,0.0,0.48986146897349386,0.0,1e-05,0.0,0.5039783798332238,0.0,1e-05
9d 2d Kc Tc 4c,3s 7s,0,1,5,0.001244444970306037,9.99230592443818e-07,0.0012748139340316477,9.952763147313455e-07,12,2,1.0,0.006160151193282386,0.0,0.48986146897349386,0.0,1e-05,0.0,0.5039783798332238,0.0,1e-05
