board,hand,meets_frozen_gap_threshold,bettor_seat,caller_seat,bettor_range_before_collision,caller_range_before_collision,bettor_joint_marginal,caller_joint_marginal,bettor_group,caller_group,full_check,compressed_check,full_bet_76,compressed_bet_76,full_call_facing_76,compressed_call_facing_76
Jd Jh 9h Ts 9c,2c 8c,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.001039284506308425,9.91812087923979e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2c 8d,1,1,5,0.0006568214486051818,9.992016378913245e-07,0.000627254739075317,9.911975113116206e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2c 8h,1,1,5,0.0006568214486051818,9.992016378913245e-07,0.0006259712895541406,9.913407699085141e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2c 8s,1,1,5,0.0006568214486051818,9.992016378913245e-07,0.0006276802948208713,9.91988418148636e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2c 9d,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010395921756921206,9.873738229305781e-07,13,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2c 9s,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010385206343954353,9.876742676351864e-07,13,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2c Tc,1,1,5,0.0010897633985047037,0.001224156879668542,0.0010453739610785636,0.0012190668868298272,5,14,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2c Td,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010476537715561293,9.938617277616674e-07,5,14,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2c Th,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010443315665768795,9.95046999490187e-07,5,14,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2c Jc,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010074892592425147,9.893089703368075e-07,6,1,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2c Js,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010101497935122677,9.884241433128965e-07,6,1,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2c Qc,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010489482486794898,9.933015901545976e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2c Qd,1,1,5,0.0009848423450592907,9.992016378913245e-07,0.0009466042833379665,9.925232872948614e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2c Qh,1,1,5,0.0009848423450592907,9.992016378913245e-07,0.0009467946796140388,9.931873688768909e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2c Qs,1,1,5,0.0009848423450592907,9.992016378913245e-07,0.0009479568266770759,9.933141941318768e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2c Kc,1,1,5,0.0010897633985047037,0.0012219177183257972,0.000994740090347581,0.0012165116452592913,1,12,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2c Kd,1,1,5,0.0007275986001650467,0.0032512513481343535,0.0006664797129686149,0.0032463022430145603,1,11,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2c Kh,1,1,5,0.0007275986001650467,0.0032512513481343535,0.0006657634185670133,0.003235584103924974,1,12,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2c Ks,1,1,5,0.0007275986001650467,0.0032512513481343535,0.0006700284248272993,0.0032463022430145603,1,11,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2c Ac,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010587423299270892,9.889094977655708e-07,7,9,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2c Ad,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010672806967155775,9.88606380878496e-07,7,9,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2c Ah,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010685295910407234,9.89324317144239e-07,7,9,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2c As,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.001058797318622998,9.881915614998275e-07,7,9,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2d 2h,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0009692302787292172,9.857446702781724e-07,11,0,1.0,1e-05,0.0,0.99999,1.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 2s,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0009706825438180896,9.857446702781724e-07,11,0,1.0,1e-05,0.0,0.99999,1.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 3c,1,1,5,9.998960108148754e-07,9.992016378913245e-07,9.785238173219351e-07,9.961126215384798e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 3d,1,1,5,0.0010897633985047037,0.0008554763071471827,0.0010636348625552641,0.000853670642285843,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 3h,1,1,5,9.998960108148754e-07,9.992016378913245e-07,9.749913011877487e-07,9.961126215384798e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 3s,1,1,5,9.998960108148754e-07,9.992016378913245e-07,9.816400325759343e-07,9.959073383944774e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 4c,1,1,5,0.0003632544661682346,9.992016378913245e-07,0.000357544313219918,9.93177076209469e-07,2,13,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2d 4d,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010702200241537638,9.951532547750043e-07,2,13,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2d 4h,1,1,5,0.0003632544661682346,9.992016378913245e-07,0.00035674000805125457,9.93177076209469e-07,2,13,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2d 4s,1,1,5,0.0003632544661682346,9.992016378913245e-07,0.000358257942520865,9.943623479379887e-07,2,0,1.0,0.3852842663581179,0.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 5c,1,1,5,0.0010897633985047037,0.0262484417731335,0.0009236668134931787,0.026190228447512513,11,0,1.0,1e-05,0.0,0.99999,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 5d,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0008898762555472996,9.969856263348938e-07,7,0,1.0,1e-05,0.0,0.99999,1.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 5h,1,1,5,0.0010897633985047037,0.0262484417731335,0.0009215054722789141,0.026190228447512513,11,0,1.0,1e-05,0.0,0.99999,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 5s,1,1,5,0.0010897633985047037,0.0262484417731335,0.0009232013994367348,0.026179868712800848,11,0,1.0,1e-05,0.0,0.99999,0.14897937418171056,0.04823760830274542
Jd Jh 9h Ts 9c,2d 6c,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010552747629516495,9.899109450984388e-07,2,0,1.0,0.3852842663581179,0.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 6d,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.001051607500454931,9.887256733699192e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 6h,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010509418144938906,9.899109450984388e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 6s,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010543783522720003,9.887256733699192e-07,2,0,1.0,0.3852842663581179,0.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 7c,1,1,5,0.003029900423696399,9.992016378913245e-07,0.002970189797441977,9.831961638076234e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 7d,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.001072052360938627,9.81874959465171e-07,2,0,1.0,0.3852842663581179,0.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 7h,1,1,5,0.003029900423696399,9.992016378913245e-07,0.002980657918122078,9.831961638076234e-07,2,0,0.20600823117078337,0.3852842663581179,0.7939917688292166,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 7s,1,1,5,0.003029900423696399,9.992016378913245e-07,0.002970189797441977,9.839870706446388e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2d 8c,1,1,5,0.0006568214486051818,9.992016378913245e-07,0.0006263968452996949,9.91340769908514e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2d 8d,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010407078782742204,9.916688293270855e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2d 8h,1,1,5,0.0006568214486051818,9.992016378913245e-07,0.0006259712895541406,9.913407699085141e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2d 8s,1,1,5,0.0006568214486051818,9.992016378913245e-07,0.0006276802948208713,9.91988418148636e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2d 9d,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010395921756921206,9.873738229305781e-07,13,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2d 9s,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010385206343954353,9.876742676351864e-07,13,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2d Tc,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010439216959896912,9.95046999490187e-07,5,14,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2d Td,1,1,5,0.0010897633985047037,0.001224156879668542,0.0010491060366450017,0.0012176147689732094,5,14,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2d Th,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010443315665768795,9.95046999490187e-07,5,14,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2d Jc,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010074892592425145,9.893089703368075e-07,6,1,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2d Js,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010101497935122677,9.884241433128965e-07,6,1,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2d Qc,1,1,5,0.0009848423450592907,9.992016378913245e-07,0.000947956826677076,9.931873688768909e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2d Qd,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010474516109351367,9.926375085725682e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2d Qh,1,1,5,0.0009848423450592907,9.992016378913245e-07,0.0009467946796140388,9.931873688768909e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2d Qs,1,1,5,0.0009848423450592907,9.992016378913245e-07,0.0009479568266770759,9.933141941318768e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2d Kc,1,1,5,0.0007275986001650467,0.0032512513481343535,0.0006657634185670133,0.003235584103924974,1,12,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2d Kd,1,1,5,0.0010897633985047037,0.0012219177183257972,0.000995812922842369,0.0012205398432233031,1,11,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2d Kh,1,1,5,0.0007275986001650467,0.0032512513481343535,0.0006657634185670133,0.003235584103924974,1,12,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2d Ks,1,1,5,0.0007275986001650467,0.0032512513481343535,0.0006700284248272993,0.0032463022430145603,1,11,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2d Ac,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010587423299270892,9.889094977655708e-07,7,9,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2d Ad,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010672806967155775,9.88606380878496e-07,7,9,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2d Ah,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010685295910407234,9.89324317144239e-07,7,9,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2d As,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.001058797318622998,9.881915614998275e-07,7,9,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2h 2s,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0009706825438180896,9.857446702781724e-07,11,0,1.0,1e-05,0.0,0.99999,1.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 3c,1,1,5,9.998960108148754e-07,9.992016378913245e-07,9.785238173219351e-07,9.961126215384798e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 3d,1,1,5,9.998960108148754e-07,9.992016378913245e-07,9.749913011877487e-07,9.959073383944774e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 3h,1,1,5,0.0010897633985047037,0.0008554763071471827,0.0010636348625552641,0.0008538463974680716,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 3s,1,1,5,9.998960108148754e-07,9.992016378913245e-07,9.816400325759343e-07,9.959073383944774e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 4c,1,1,5,0.0003632544661682346,9.992016378913245e-07,0.00035754431321991794,9.93177076209469e-07,2,13,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2h 4d,1,1,5,0.0003632544661682346,9.992016378913245e-07,0.00035674000805125457,9.943623479379887e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 4h,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010702200241537638,9.939679830464847e-07,2,13,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2h 4s,1,1,5,0.0003632544661682346,9.992016378913245e-07,0.000358257942520865,9.943623479379887e-07,2,0,1.0,0.3852842663581179,0.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 5c,1,1,5,0.0010897633985047037,0.0262484417731335,0.0009236668134931787,0.026190228447512513,11,0,1.0,1e-05,0.0,0.99999,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 5d,1,1,5,0.0010897633985047037,0.0262484417731335,0.0009210400582224702,0.026190228447512513,11,0,1.0,1e-05,0.0,0.99999,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 5h,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0008903416696037436,9.969856263348938e-07,7,0,1.0,1e-05,0.0,0.99999,1.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 5s,1,1,5,0.0010897633985047037,0.0262484417731335,0.0009232013994367348,0.026179868712800848,11,0,1.0,1e-05,0.0,0.99999,0.14897937418171053,0.04823760830274542
Jd Jh 9h Ts 9c,2h 6c,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010552747629516497,9.899109450984388e-07,2,0,1.0,0.3852842663581179,0.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 6d,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010516075004549312,9.887256733699192e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 6h,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010509418144938906,9.899109450984388e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 6s,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010543783522720003,9.887256733699192e-07,2,0,1.0,0.3852842663581179,0.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 7c,1,1,5,0.003029900423696399,9.992016378913245e-07,0.002970189797441977,9.831961638076234e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 7d,1,1,5,0.003029900423696399,9.992016378913245e-07,0.002980657918122078,9.839870706446388e-07,2,0,0.20600823117078337,0.3852842663581179,0.7939917688292166,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 7h,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.001072052360938627,9.810840526281554e-07,2,0,1.0,0.3852842663581179,0.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 7s,1,1,5,0.003029900423696399,9.992016378913245e-07,0.002970189797441977,9.839870706446388e-07,2,0,0.0,0.3852842663581179,1.0,0.614715733641882,0.0,0.04823760830274542
Jd Jh 9h Ts 9c,2h 8c,1,1,5,0.0006568214486051818,9.992016378913245e-07,0.000626396845299695,9.91340769908514e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2h 8d,1,1,5,0.0006568214486051818,9.992016378913245e-07,0.0006272547390753171,9.911975113116206e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2h 8h,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010385784467293515,9.91812087923979e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2h 8s,1,1,5,0.0006568214486051818,9.992016378913245e-07,0.0006276802948208713,9.91988418148636e-07,2,13,1.0,0.3852842663581179,0.0,0.614715733641882,1.0,5.180581853613921e-05
Jd Jh 9h Ts 9c,2h 9d,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010395921756921206,9.873738229305781e-07,13,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2h 9s,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010385206343954355,9.876742676351864e-07,13,8,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2h Tc,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010439216959896912,9.95046999490187e-07,5,14,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2h Td,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010476537715561293,9.938617277616674e-07,5,14,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2h Th,1,1,5,0.0010897633985047037,0.001224156879668542,0.001045783831665752,0.0012190668868298272,5,14,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2h Jc,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010074892592425147,9.893089703368075e-07,6,1,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2h Js,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010101497935122677,9.884241433128965e-07,6,1,0.0,1e-05,1.0,0.99999,1.0,0.99999
Jd Jh 9h Ts 9c,2h Qc,1,1,5,0.0009848423450592907,9.992016378913245e-07,0.000947956826677076,9.931873688768909e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2h Qd,1,1,5,0.0009848423450592907,9.992016378913245e-07,0.0009466042833379666,9.925232872948614e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2h Qh,1,1,5,0.0010897633985047037,9.992016378913245e-07,0.0010476622912474897,9.933015901545976e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
Jd Jh 9h Ts 9c,2h Qs,1,1,5,0.0009848423450592907,9.992016378913245e-07,0.000947956826677076,9.933141941318768e-07,1,15,1.0,0.999975458592474,0.0,2.454140752597793e-05,1.0,0.99999
